0.875	1.2381234817964802346830507555592604644158659746920447234688315206209892712229214
0.75	0.97846939293030610374306666652456149776148427461948725210482919950064176379261481
0.625	0.76628528996974619199128321832926378613086491202412769599291568807407308757937168
0.5	0.5822405264650125059026563201596801087441984748061264254343470478731710440716832
0.375	0.41765546829258511407821482203574987922660315912831928141870768463968190461550185
0.25	0.26765263908273260691918382848781157581985706691385459386520135311269334363192578
0.125	0.12913986010995340566893530434460944862352193713215782813257581828784609188251565
0	0
-0.125	-0.12129662872272647871420989169259300416354927307341627583965796959642936611767183
-0.25	-0.23590029768626345382108279394903208392891108810909127033206051099939619962959726
-0.375	-0.34470310868572773087528149525447970547066103229122073813154959452948615573587827
-0.5	-0.44841420692364620244306440591577432083426994134919912850174637131682437225572031
-0.625	-0.54760878023116966491915258644468193777102430574445522064252533310391396169232371
-0.75	-0.64276126883997887910529040104709162332468732003329103112292074662152124862655469
-0.875	-0.73426862128150339325197004353548636934363574844344077746724155508873311788976207
-1.	-0.82246703342411321823620758332301259460947495060339921886777911468500373520160044
-1.125	-0.90764428251642877916597416579024423709797645143553525941184542281743498452706786
-1.25	-0.99004900126010402647606112398278426400880867781730636692720771270279259524368653
-1.375	-1.0698977753377974621711166030793917161982019266355641342615408763743211872449881
-1.5	-1.1473806603755707540799766338627921292154449779854759192218401185465673947491161
-1.625	-1.2226655299507637498371214174556388211816438010824419965796819655580062719444199
-1.75	-1.2959015448891100411157056700685108477905986039773958521185888443207039370239412
-1.875	-1.3672219523379920457025031030303899842500184270226011545749512045579046250149695
-2.	-1.4367463668836809463629020238935833542499564356548721026672439248650157892773978
-2.125	-1.5045826466004890892831084349087070865883378734179450016523551358534665385156177
-2.25	-1.5708284488702068115173122463934217809824513059499764331529903432934430837361835
-2.375	-1.6355725305253055927163462661117851550293317572999668308465229884502345770739346
-2.5	-1.6988958419950141730480912840153030962552565801515823124232640536845751972578995
-2.625	-1.7608724540869605364503369793066614544113074411597914022602181680978149479976406
-2.75	-1.8215703477370619946096136723471617935905470903560087153029803399855393629796348
-2.875	-1.8810520907562817409698832407588812203025503580679824186622139450433217983066501
-3.	-1.9393754207667089530772717191778914412225901778085784258385574667479725283122838
-3.125	-1.9965937497747785256270275514248295422419641403654537445006722590580757442505218
-3.25	-2.0527566029048091113231193539684971727902037165360292491102336178160221584952117
-3.375	-2.1079100015133383510443522819491951907923735055632809651282590408025914193912776
-3.5	-2.16209679907797509509854949511935305628462440472389334455081176695529900649269
-3.625	-2.2153569767950014069212397552526632141326491657274763353151812116475448792007987
-3.75	-2.2677279046461166136592700665929903574736152875407037663633089724593130407144854
-3.875	-2.3192445727446817269450645538259845051589504184605495208271958516882525956692309
-4.	-2.3699397969983658319855374253503230487511447162867983411372259856179420352932726
-4.125	-2.4198444024918705818851697818084323284297265603014245197516368309492929172285963
-4.25	-2.4689873874722427869553705828467178086644563639238955068016157161668071205998073
-4.375	-2.5173960703881932689905870831144298032207037084332342467927925710705777879395761
-4.5	-2.5650962220765551831189302084618894635505925871825868702907633902322004077698921
-4.625	-2.6121121848898916381355725250275873922750674332384856918045740475378718108958418
-4.75	-2.6584669803084550960573393054721271548668614649105848052311441734696370053887981
-4.875	-2.7041824063685417051055807457550550546769977768256335894917288355008242721877317
-5.	-2.7492791260608082900255875153762686444970625032758716950189694303310374573468413
-5.125	-2.7937767477007048993499956463235188415779046774198740920246599587504359207944181
-5.25	-2.8376938981442592090714865659783104638556348865980416970934481092262012837070158
-5.375	-2.8810482896123121174868409491925410552875239951046526358755198802596568413950899
-5.5	-2.9238567807919024002790726905680867091387348146938866128574782160804245838328818
-5.625	-2.9661354328023298570523120515277520895552246807988446794318960600158270361108526
-5.75	-3.0078995605434255064390619959800737176245951090664262447296944916362413551467088
-5.875	-3.049163779883012725828500372612829924983357971460699594539568669154951697021887
-6.	-3.0899420510880315812830461570632423478877068633569920333934352510314995892693398
-6.125	-3.13024771885813216790949085211639084312011104183848144698640739494622516026093
-6.25	-3.1700935492807268766545360800490545081821336466950753815369852030262952289994873
-6.375	-3.2094917639916903654121210200276932459670809757817608862843548190135824306770518
-6.5	-3.2484540717954052066267835538400396898095058972361575553777692138078424360591651
-6.625	-3.2869916979710751465442761703787446434337337606771774462907742283648161947595793
-6.75	-3.3251154114686616376667256024086809204268252253295840943383938155877053716374837
-6.875	-3.3628355501770133596869410500310176931637537870171603249105791623998215168644949
-7.	-3.4001620444283866456850121240292528372033542568674998643697201219274834913921765
-7.125	-3.4371044388872840091596572013596523326912458235858204210107016715924615714695181
-7.25	-3.4736719129570999715735378690815425593045511563844665730584202257224579994971284
-7.375	-3.509873299825227526772067387745029170839844986975656777683057133752769605733112
-7.5	-3.5457171042558462245721776098732226070048518602324901599159774609500272845635744
-7.625	-3.581211519229412526190402731449621479899728824551244102566828713376702317675928
-7.75	-3.6163644415187563903462489907724410175675886055399099497619623850792659532329562
-7.875	-3.6511834862835263066250702172674551549987337393291966248419374069373038787339621
-8.	-3.6856760007574063687601666434234245578428889103088373027967888610800723244547842
-8.125	-3.7198490770959560857678494054101293766945744440801801900929463620887302006604236
-8.25	-3.7537095644470114831413413981158069851692283577511773869512479222695930180651568
-8.375	-3.7872640803002603531685347540090473281859371290453376260843575701864790142026832
-8.5	-3.8205190211678001944859651684076044987632702040931327147860260875581709843833547
-8.625	-3.8534805726431473275592641981761947845208376822623905054328169779120503658312879
-8.75	-3.8861547188822396805568200475536876078479297947269926698407845968489067073863671
-8.875	-3.9185472515464195977306741784020806052100727422179473225423983778531497963474372
-9.	-3.9506637782441577304518936884899622448492873232633653500522614491583378231482357
-9.125	-3.9825097305053501708563014963338848753471747317764946202107324072234253278607216
-9.25	-4.0140903713193579844313691197489999675445550249531315203057926051481709766654293
-9.375	-4.0454108022655341610339730491396855593651159067367037994816004585605808397799131
-9.5	-4.0764759702627737391805817215449976857752042324522220475606786166113204803755546
-9.625	-4.1072906739626071341977630060823301881056412755443566862709155049631058041723866
-9.75	-4.1378595698085155250371688040936934574112463381885198123735834872882758110696676
-9.875	-4.1681871777824635946897833809407869080659648873854379168338554446793292409447091
-10.	-4.1982778868581038579121450190922372110359764493907846566556147767530649859190453
-10.125	-4.2281359601786947326827211699400716267977793699195939826584310823522171890802144
-10.25	-4.2577655399764793205384385030841612240760581896762158287150317933050414034407061
-10.375	-4.2871706522490827122120246049691752132786047546819732477946706585720496226430912
-10.5	-4.316355211207392797495255827563784264744898336383026112672928449757540108721684
-10.625	-4.3453230235083842881157765977476660422575723278869221714158284930463605765906123
-10.75	-4.3740777922854200936041770931283102361315420970078170218418476944954461758254393
-10.875	-4.4026231209877112380539569918543188233269145425724424845431006890700181094803595
-11.	-4.4309625170398297822677331045076013272655001794246514508152127556072820739828973
-11.125	-4.4590993953314429545658028084522709679681673548364099075217399084624894814064797
